Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Streams,Popularity
179506,4,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,500565803,71
205400,4,0.701,0.5,8,-8.82,1,0.0303,0.46,0,0.234,0.409,97.028,169356314,61
178986,4,0.545,0.854,4,-4.968,0,0.0289,0.00244,1.20E-06,0.249,0.436,91.967,170023099,60
188253,4,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,525791986,71
205746,4,0.63,0.496,8,-7.011,1,0.0329,0.388,0,0.088,0.387,78.024,,45
235226,4,0.646,0.573,7,-5.716,0,0.041,0.00949,3.98E-05,0.0932,0.109,134.979,348038642,70
170480,4,0.912,0.7,6,-3.331,0,0.068,0.163,0,0.174,0.535,106.981,720449480,88
192786,4,0.85,0.562,5,-7.863,1,0.0724,0.169,3.23E-06,0.104,0.293,122.029,,82
209160,4,0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863,587856543,74
170920,4,0.826,0.552,10,-5.167,0,0.144,0.167,6.23E-06,0.101,0.532,96.981,152714796,75
209160,4,0.627,0.858,11,-2.824,0,0.386,0.263,0,0.21,0.342,92.523,442801113,71
155946,4,0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,324227367,73
207626,4,0.863,0.502,1,-7.912,1,0.0496,0.61,0.00765,0.11,0.567,111.029,1243546081,83
195824,4,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,,96
200960,4,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,1518898596,74
219493,4,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,,65
198973,4,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,,60
237000,3,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89E-06,0.0931,0.394,159.958,,61
217293,4,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,,44
212280,4,0.561,0.245,1,-6.372,1,0.0344,0.904,0,0.0933,0.402,109.558,,56
188960,4,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,,75
221946,4,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,676298095,64
189306,4,0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11E-06,0.0759,0.935,115.973,,47
122872,4,0.702,0.685,3,-5.287,1,0.0879,0.00187,3.98E-05,0.227,0.573,159.88,,37
168559,4,0.728,0.863,2,-4.67,0,0.0675,0.0139,0.000259,0.167,0.489,111.972,,52
279270,4,0.693,0.853,6,-4.241,1,0.0503,0.00329,0.000193,0.123,0.432,119.948,,46
225972,4,0.737,0.602,11,-5.292,1,0.204,0.0393,2.74E-06,0.236,0.88,109.039,,56
250615,4,0.768,0.729,6,-3.521,0,0.0743,0.101,0,0.0774,0.772,110.02,,48
191808,4,0.627,0.838,2,-4.352,1,0.183,0.0247,0.000383,0.223,0.536,120,,48
155853,4,0.88,0.674,9,-6.143,0,0.206,0.0457,0,0.0279,0.859,111.985,,36
197651,4,0.563,0.879,0,-4.735,0,0.0907,0.00125,1.76E-05,0.166,0.602,107.013,,46
118153,4,0.914,0.696,11,-4.482,0,0.134,0.00225,7.97E-05,0.0979,0.572,130.028,,63
143111,4,0.958,0.523,8,-6.1,1,0.0591,0.0293,0,0.106,0.309,102.039,,57
123920,4,0.893,0.558,9,-6.556,1,0.152,0.278,0.00214,0.104,0.647,94.034,,50
210200,4,0.549,0.502,0,-5.972,1,0.0405,0.299,0,0.764,0.291,129.842,1317756162,82
212333,4,0.668,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,572307416,76
294573,4,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,,83
244760,4,0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95E-06,0.113,0.44,99.998,538058814,67
260252,4,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.493,123.907,628510420,67
251667,3,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,,86
205280,4,0.666,0.423,0,-8.012,1,0.0429,0.494,0,0.106,0.154,129.893,839538762,74
237200,4,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72E-06,0.121,0.774,119.001,,77
215733,4,0.577,0.385,7,-6.362,1,0.03,0.371,0,0.231,0.331,95.82,2500211860,83
206693,4,0.747,0.521,11,-7.439,1,0.0351,0.233,6.17E-05,0.101,0.673,141.983,,61
189786,4,0.494,0.956,0,-4.67,1,0.0729,0.0266,3.58E-05,0.665,0.772,171.977,,69
199040,4,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01E-05,0.158,0.392,139.974,168043870,73
226826,4,0.476,0.846,2,-4.362,1,0.0338,0.0716,1.40E-05,0.315,0.821,159.956,,47
239013,4,0.596,0.54,9,-8.82,0,0.0442,0.243,8.10E-05,0.347,0.476,77.049,,48
168120,4,0.576,0.723,0,-4.411,1,0.0528,0.134,5.29E-06,0.123,0.778,176.141,,60
176053,4,0.539,0.839,9,-4.408,1,0.045,0.0216,2.07E-06,0.174,0.971,160.049,,49
203373,4,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93E-06,0.133,0.397,139.931,181336658,71
197685,4,0.52,0.816,8,-7.358,1,0.0583,0.0363,0,0.0897,0.75,155.934,,51
140413,4,0.632,0.832,2,-3.185,1,0.0334,0.0019,1.08E-05,0.201,0.885,114.007,,49
144047,4,0.862,0.235,1,-15.545,1,0.699,0.0241,0,0.123,0.398,150.062,,51
173182,4,0.935,0.807,11,-3.838,0,0.114,0.0514,0,0.349,0.813,106.017,332490827,65
173182,4,0.935,0.807,11,-3.838,0,0.114,0.0514,0,0.349,0.813,106.017,123809451,65
191546,4,0.774,0.622,9,-6.989,1,0.361,0.000692,0,0.748,0.388,150.137,,58
172137,4,0.874,0.617,3,-7.205,0,0.234,0.195,0,0.239,0.819,144.98,,36
200135,4,0.79,0.61,9,-6.958,0,0.102,0.0613,0,0.243,0.62,145.88,,45
103488,4,0.684,0.464,9,-5.796,1,0.506,0.202,0,0.111,0.213,180.323,,28
141176,4,0.587,0.848,6,-4.385,0,0.346,0.0364,0,0.246,0.673,169.65,,35
161538,4,0.481,0.728,0,-6.147,1,0.143,0.279,0,0.139,0.703,79.829,,39
161800,4,0.774,0.603,2,-4.424,1,0.11,0.000204,8.68E-05,0.184,0.254,155.048,,54
170270,4,0.911,0.667,1,-6.606,1,0.277,0.0313,0,0.0854,0.78,147.976,,47
169531,4,0.846,0.48,8,-8.618,0,0.359,0.269,0,0.0989,0.419,143.029,361931025,69
200000,4,0.713,0.551,4,-7.593,0,0.29,0.107,3.66E-06,0.294,0.237,82.637,,48
162205,4,0.678,0.623,1,-5.034,1,0.0828,0.16,0,0.151,0.103,160.021,,54
264862,4,0.79,0.56,1,-7.039,1,0.341,0.0787,0,0.344,0.133,145.012,,54
179724,4,0.447,0.813,5,-2.126,0,0.254,0.0258,0,0.136,0.121,84.758,,48
192000,3,0.545,0.525,1,-8.147,1,0.367,0.0134,0,0.109,0.26,159.073,,43
181393,4,0.795,0.526,6,-9.086,0,0.204,0.067,2.00E-06,0.134,0.194,140.037,148158684,63
179978,3,0.566,0.66,1,-4.039,1,0.0479,0.0156,0,0.234,0.52,162.159,,53
159735,4,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,639167550,70
159735,4,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,439862884,70
194935,4,0.766,0.885,0,-3.001,1,0.102,0.00666,0,0.348,0.831,119.908,537132428,37
172453,4,0.779,0.741,0,-5.503,1,0.0962,0.0261,0,0.25,0.928,119.97,,0
172832,4,0.827,0.731,4,-5.524,0,0.088,0.13,0,0.418,0.607,118.992,193229582,60
204392,4,0.803,0.833,0,-4.5,0,0.0859,0.259,1.43E-06,0.152,0.784,129.993,,40
175234,4,0.693,0.849,7,-4.517,1,0.0892,0.00466,0.00127,0.503,0.767,99.021,,49
175342,4,0.833,0.722,1,-5.563,1,0.136,0.0573,1.14E-05,0.358,0.588,107.019,180435475,56
173325,4,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,998939790,71
185594,4,0.67,0.966,3,-1.994,0,0.177,0.0292,0,0.185,0.77,113.046,,48
193200,4,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,869642703,83
186733,4,0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77.001,590586421,81
219573,4,0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,370737321,74
186106,4,0.598,0.846,6,-4.956,1,0.0355,0.0527,0,0.113,0.328,144.04,151646684,66
232533,4,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,492387182,77
222533,4,0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.515,75.977,738733915,78
194866,4,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,213805309,69
221800,4,0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,422781056,74
183160,4,0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,621576186,83
240760,4,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03E-06,0.265,0.625,128.027,861706615,84
204733,4,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,,71
201400,4,0.833,0.467,0,-7.89,1,0.0619,0.0339,0,0.09,0.767,139.971,,70
235002,4,0.593,0.734,9,-5.416,1,0.0514,0.02,0,0.138,0.518,125.937,,76
224581,4,0.493,0.581,10,-6.133,1,0.0327,0.302,0,0.169,0.317,138.075,,59
181066,4,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78E-05,0.186,0.705,128.101,,73
176022,3,0.635,0.537,6,-6.296,1,0.0476,0.0467,0,0.0853,0.511,107.421,,70
223119,3,0.38,0.488,9,-6.637,1,0.029,0.126,7.23E-06,0.115,0.268,156.031,256055602,66
222139,4,0.603,0.46,7,-8.178,0,0.0281,0.356,0.000528,0.119,0.556,81.04,,63
187920,4,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,831425829,73
180973,4,0.886,0.734,2,-4.431,1,0.0752,0.0294,1.29E-05,0.304,0.25,109.981,,41
176266,4,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,418331456,73
184226,4,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,576719428,77
228360,4,0.605,0.684,10,-5.254,1,0.142,0.333,1.91E-05,0.0819,0.587,200.049,,48
225053,3,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,1084653161,78
182666,4,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,451811010,69
181240,4,0.934,0.694,11,-5.849,0,0.101,0.0971,1.20E-06,0.477,0.833,123.831,497019301,71
213506,4,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61E-06,0.737,0.657,92.134,626968272,73
169773,4,0.849,0.686,11,-2.674,0,0.0506,0.00209,0.00566,0.0839,0.652,112.032,,37
265480,4,0.913,0.571,2,-8.82,1,0.166,0.0709,0.00237,0.0599,0.203,123.966,263769574,64
166093,4,0.634,0.401,11,-11.212,0,0.0446,0.731,0.000132,0.334,0.494,150.174,441540425,79
203266,4,0.901,0.464,5,-9.789,0,0.0645,0.368,1.82E-05,0.238,0.638,109.004,945094456,79
193146,4,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07E-05,0.187,0.235,179.063,424303004,67
295920,4,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25E-05,0.111,0.921,96.888,204054565,71
286573,4,0.556,0.618,10,-7.471,0,0.0463,0.00558,0.000351,0.153,0.121,80.985,,64
207920,4,0.593,0.589,11,-6.401,1,0.0366,0.462,3.88E-06,0.0937,0.306,148.055,,47
272986,4,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,147831506,62
259333,4,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,603298783,72
195373,4,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,1418205401,87
195373,4,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,186045099,87
182480,4,0.566,0.511,11,-8.595,0,0.0347,0.00275,6.87E-05,0.585,0.338,149.799,,34
253346,4,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38E-06,0.254,0.543,108.024,,65
278746,4,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57E-06,0.113,0.201,119.759,357022715,68
200600,4,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99E-05,0.0232,0.632,118.048,2147478869,88
231906,4,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,821378686,73
223280,4,0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,,70
202066,4,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,,78
169333,4,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,,72
233654,4,0.534,0.538,5,-6.673,1,0.0327,0.173,2.82E-06,0.248,0.289,148.016,354753343,65
236066,4,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,,64
231240,4,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,989188857,76
221360,4,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,953836757,78
210506,4,0.466,0.786,0,-5.13,1,0.0328,0.417,6.10E-05,0.125,0.571,203.903,459490109,78
205453,4,0.631,0.591,7,-5.806,1,0.0277,0.667,0,0.11,0.494,97.087,638518145,79
293706,3,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37E-06,0.107,0.214,128.01,470560864,73
216573,4,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,532050468,79
202133,4,0.403,0.537,3,-6.628,1,0.031,0.59,0,0.112,0.414,69.877,397280792,76
161773,4,0.657,0.54,5,-7.675,1,0.0287,0.662,0,0.123,0.625,136.97,289892649,60
208280,4,0.605,0.88,4,-3.388,1,0.0322,0.0462,0,0.0915,0.761,137.986,332250193,72
197253,4,0.59,0.882,6,-3.041,1,0.0349,0.0803,0,0.146,0.792,129.929,365550069,72
178520,3,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,761690838,82
234346,4,0.616,0.68,6,-4.581,1,0.0288,0.361,1.18E-06,0.116,0.687,149.951,840808549,80
221553,3,0.576,0.715,1,-5.755,0,0.0354,0.335,2.85E-06,0.0772,0.497,199.942,439794734,77
177580,3,0.698,0.891,5,-5.003,0,0.0341,0.0942,0,0.133,0.696,124.054,,83
187087,3,0.732,0.873,0,-5.965,1,0.0321,0.0449,0.000803,0.347,0.662,128.029,,86
193621,3,0.681,0.686,9,-6.398,0,0.0462,0.588,0,0.114,0.961,109.191,,62
183919,4,0.506,0.757,7,-4.802,1,0.037,0.0798,0,0.0885,0.489,79.984,,63
183786,4,0.473,0.751,8,-5.196,1,0.0318,9.91E-05,0.0181,0.118,0.569,110.025,210502980,74
189986,4,0.461,0.887,11,-4.871,0,0.0429,0.000219,0,0.104,0.411,95.964,113982846,76
180066,4,0.811,0.648,10,-3.684,0,0.0368,0.236,0,0.0761,0.695,104.988,403548045,76
235562,4,0.847,0.638,0,-3.764,1,0.0575,0.0596,0,0.0894,0.661,156.935,237269803,72
147880,4,0.752,0.65,5,-6.683,0,0.12,0.653,0.00136,0.105,0.532,134.993,181158773,74
185506,4,0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,643554918,78
36226,3,0.525,0.526,5,-7.03,1,0.0534,0.634,0.127,0.103,0.562,85.274,119330561,71
177946,4,0.599,0.446,10,-6.511,0,0.0833,0.731,0,0.105,0.567,179.877,193443154,73
179026,4,0.593,0.935,4,-3.43,0,0.225,0.268,0,0.286,0.783,99.976,568753949,79
212253,4,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07E-06,0.108,0.739,126.956,705995074,79
154666,4,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44E-05,0.146,0.515,149.921,588538027,81
191000,4,0.699,0.708,10,-4.182,0,0.0496,0.185,8.43E-06,0.0921,0.863,108.887,,83
260239,4,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78E-06,0.214,0.646,129.996,484917630,60
268480,4,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,128565467,52
191600,5,0.686,0.73,6,-5.077,0,0.374,0.278,4.76E-05,0.106,0.474,128.943,390666599,66
212920,4,0.665,0.848,10,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,119.897,132508113,60
279306,4,0.475,0.882,11,-3.883,1,0.351,0.406,0,0.241,0.369,98.001,299186774,69
268000,4,0.391,0.604,7,-8.104,1,0.212,0.00812,4.91E-06,0.0443,0.168,169.391,240182384,55
210626,4,0.747,0.716,11,-2.457,0,0.0751,0.135,0,0.251,0.751,125.006,1170430912,74
200013,4,0.723,0.86,11,-4.357,1,0.203,0.271,4.56E-06,0.598,0.667,126.979,885199989,79
220466,4,0.89,0.667,2,-6.862,1,0.0521,0.0572,3.03E-05,0.108,0.522,105.103,351380810,62
187453,4,0.879,0.875,10,-1.868,0,0.18,0.0808,0,0.327,0.763,95.021,,58
148759,4,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,549082523,71
180000,4,0.828,0.837,10,-3.963,0,0.0559,0.0295,0.002,0.147,0.821,116.955,,61
156894,4,0.847,0.912,11,-3.129,1,0.257,0.0781,0,0.142,0.88,81.486,144498184,62
149449,4,0.831,0.793,1,-4.127,1,0.369,0.0195,0,0.259,0.833,144.967,,75
176631,4,0.893,0.514,2,-4.776,1,0.424,0.0245,0,0.142,0.555,120.077,,72
192147,4,0.859,0.596,11,-7.021,1,0.329,0.0194,0,0.0489,0.479,140.064,,57
251510,4,0.666,0.665,2,-7.181,1,0.0534,0.309,0,0.0961,0.474,116.002,209998317,80
278670,4,0.485,0.215,0,-12.124,1,0.0348,0.703,3.55E-06,0.115,0.159,172.122,,74
213817,4,0.669,0.606,8,-7.193,1,0.0292,0.124,0,0.112,0.69,112.108,322323516,83
268353,4,0.394,0.256,0,-10.944,1,0.036,0.765,0,0.116,0.215,94.367,,77
194416,4,0.505,0.624,6,-6.526,1,0.0373,0.0253,1.06E-05,0.314,0.413,170.076,153915067,73
256871,4,0.693,0.524,5,-9.696,1,0.0407,0.267,1.83E-06,0.0839,0.453,156.529,,72
267256,4,0.523,0.626,3,-8.214,1,0.047,0.119,3.29E-05,0.107,0.323,121.291,302959767,58
182346,4,0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,1093873164,90
286369,4,0.586,0.358,7,-9.761,1,0.0308,0.556,0,0.11,0.365,169.925,,81
207733,4,0.617,0.632,8,-5.381,1,0.0371,0.0675,0,0.108,0.564,151.988,186423222,61
190680,4,0.656,0.704,7,-4.906,1,0.0858,0.589,0,0.213,0.928,172.015,,31
166573,4,0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,157586485,68
187000,4,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.554,180.175,,59
176893,4,0.651,0.782,8,-4.295,1,0.0718,0.295,0,0.107,0.945,171.987,161134197,60
186240,4,0.706,0.358,6,-8.331,1,0.0347,0.677,0,0.107,0.478,75.991,469716087,80
215080,4,0.334,0.738,7,-5.28,1,0.0437,0.0058,0,0.115,0.49,143.985,,36
206506,4,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46E-06,0.1,0.673,100.993,169191145,63
191826,4,0.498,0.804,11,-3.995,1,0.0332,0.125,0,0.167,0.697,166.054,150786870,60
184080,4,0.725,0.438,6,-9.602,1,0.0575,0.593,0,0.0842,0.76,83.984,263762373,63
124608,4,0.703,0.0859,10,-15.608,1,0.0364,0.825,2.91E-06,0.0754,0.343,110.028,,62
170971,4,0.692,0.0436,8,-13.093,1,0.0717,0.943,0,0.114,0.197,104.891,,60
142186,4,0.748,0.176,4,-11.1,1,0.0514,0.799,0,0.201,0.426,95.397,,46
187244,4,0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,234544283,76
163586,4,0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,508873987,77
143746,4,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37E-06,0.28,0.28,123.999,660723650,77
215506,4,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,1664897372,84
242013,4,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,2238347845,83
202826,4,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,473028712,75
152666,4,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,1108577086,83
178146,4,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,2219060430,83
175933,3,0.395,0.443,6,-9.72,1,0.133,0.765,9.67E-06,0.0839,0.338,168.924,1181053581,82
173160,4,0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,925862478,82
229226,4,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,1625351659,84
233869,4,0.461,0.718,2,-5.627,1,0.0666,0.139,1.66E-05,0.0968,0.334,162.187,,67
219967,4,0.591,0.928,6,-3.925,1,0.0316,0.00441,0,0.291,0.619,105.025,,67
232653,4,0.655,0.482,0,-8.453,0,0.0305,0.411,1.46E-06,0.114,0.191,98.013,,68
204489,4,0.562,0.691,4,-4.702,1,0.0328,0.00265,1.91E-06,0.105,0.483,128.059,,40
226437,3,0.483,0.443,4,-6.791,1,0.034,0.611,2.46E-06,0.0981,0.215,125.017,,56
205173,4,0.534,0.774,7,-6.058,1,0.0284,0.0135,2.78E-06,0.103,0.435,149.961,,41
244797,4,0.562,0.683,7,-4.427,1,0.0296,0.00531,0,0.107,0.384,132,199577210,58
214397,3,0.409,0.713,8,-6.713,1,0.03,0.434,0.000719,0.206,0.725,97.029,259694310,67
238888,3,0.69,0.597,9,-7.494,0,0.0395,0.311,4.18E-05,0.0727,0.453,185.084,555583868,74
184066,3,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09E-05,0.123,0.893,138.078,688376398,73
204253,3,0.702,0.68,7,-5.451,0,0.0373,0.24,0,0.111,0.86,122.895,202006425,69
245997,3,0.664,0.769,4,-5.056,1,0.184,0.406,0,0.17,0.542,134.97,,81
95317,4,0.544,0.888,6,-5.003,0,0.116,0.00311,7.80E-06,0.076,0.746,171.69,299014716,62
128853,4,0.647,0.871,11,-7.144,0,0.0936,0.0976,0.000534,0.173,0.643,129.928,,56
108373,4,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,156560299,72
116213,4,0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,133.043,180124130,64
82226,4,0.499,0.856,11,-5.705,1,0.061,0.0544,0.131,0.0734,0.394,163.956,,54
98544,4,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,645322369,83
147020,4,0.771,0.565,7,-9.407,1,0.0299,0.672,0.000112,0.195,0.444,132.339,,71
153706,4,0.689,0.872,0,-4.786,1,0.0477,0.0965,0.000498,0.117,0.362,134.994,,55
194880,4,0.582,0.889,0,-4.386,1,0.0491,0.021,0,0.687,0.438,121.977,,45
170666,4,0.635,0.785,8,-4.421,0,0.25,0.442,0,0.0935,0.809,102.742,,44
272373,4,0.538,0.742,2,-5.355,1,0.114,0.138,4.67E-05,0.0934,0.25,96.107,838550635,78
272373,4,0.538,0.742,2,-5.355,1,0.114,0.138,4.67E-05,0.0934,0.25,96.107,279165214,78
198973,4,0.725,0.511,5,-6.472,1,0.046,0.275,0,0.0762,0.489,110.063,,34
194346,4,0.807,0.533,9,-4.899,0,0.0443,0.176,0,0.284,0.853,124.006,,51
197573,4,0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066,,56
105002,4,0.627,0.512,1,-7.401,0,0.123,0.584,0,0.128,0.57,95.334,,45
187782,4,0.463,0.847,11,-6.776,0,0.0511,0.0307,0,0.117,0.625,114.962,,57
219813,4,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,1448809286,73
219813,4,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,602683171,73
179775,4,0.923,0.657,3,-5.173,0,0.0605,0.199,0.00407,0.108,0.734,110.015,,65
205892,5,0.567,0.577,8,-7.833,0,0.134,0.134,0.000397,0.145,0.719,200.008,,49
201693,4,0.759,0.564,11,-3.584,0,0.0502,0.589,0.0357,0.0899,0.519,99.966,,48
213375,4,0.889,0.798,0,-6.62,1,0.256,0.0245,0,0.0671,0.594,119.969,,42
204755,4,0.805,0.525,6,-7.376,0,0.0638,0.119,0.00203,0.0779,0.693,100.033,149806341,63
150760,4,0.732,0.747,10,-4.58,1,0.0424,0.0206,0,0.15,0.506,117.993,,72
225146,4,0.562,0.709,11,-4.92,0,0.0424,0.00124,0,0.109,0.401,91.958,1464237229,71
267080,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18E-05,0.0535,0.547,122.669,,71
235493,4,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.918,1147118561,84
222920,4,0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.909,,77
240706,4,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.881,1356187928,65
229413,4,0.518,0.467,9,-7.536,1,0.162,0.248,0,0.0941,0.559,79.965,,74
275986,4,0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034,,82
215226,4,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975,1737395342,84
242680,4,0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96,720827131,73
219320,4,0.723,0.534,11,-6.238,1,0.0891,0.0747,0,0.0919,0.551,91.974,1423595461,78
192182,4,0.694,0.652,5,-8.751,1,0.296,0.248,0,0.0293,0.759,87.966,,57
146751,4,0.678,0.567,1,-8.927,0,0.101,0.0454,8.80E-06,0.41,0.154,156.975,,69
159669,3,0.732,0.387,10,-8.47,0,0.0741,0.0493,0,0.141,0.242,157.875,325900078,68
235987,4,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,232480270,66
252021,4,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,170513679,69
160078,4,0.55,0.637,8,-5.212,1,0.163,0.597,0,0.129,0.535,84.448,143449589,68
212360,4,0.81,0.759,9,-3.029,0,0.0376,0.111,4.73E-06,0.0919,0.615,104.993,,56
175459,4,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54E-05,0.185,0.69,103.969,,98
163648,4,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,929344596,88
186365,4,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,,97
